Angle (°),Distance (mm)
155.50,3032.75
157.22,3036.75
158.92,3131.25
160.66,3226.50
162.34,3332.50
164.06,3448.75
165.77,3577.25
167.47,3725.25
169.19,3886.50
170.91,3995.75
172.59,4234.50
174.31,4447.25
176.00,4727.50
177.70,4995.50
179.39,5371.00
181.12,5488.00
182.84,5221.75
184.56,5149.75
186.30,5179.50
191.45,5429.75
194.92,0.00
196.64,5003.00
198.38,4981.25
200.08,5089.25
201.83,5114.50
203.61,5128.75
205.33,4962.00
207.05,4948.25
208.80,4999.75
212.20,5435.00
217.45,4515.00
224.52,2981.75
226.27,2752.00
228.02,2558.25
233.31,2117.75
235.09,2010.25
236.80,1972.00
238.53,2015.50
240.22,2058.00
241.95,2108.75
243.62,2163.00
245.34,2214.25
247.09,2140.25
248.86,2067.00
250.61,2016.75
252.36,2051.75
254.05,2074.00
255.77,2147.00
257.50,2159.50
259.22,2134.50
260.95,2093.50
262.80,1842.75
264.55,1809.25
266.27,1779.50
267.98,1754.75
269.77,1733.25
271.58,0.00
273.30,1572.25
275.08,1556.50
276.88,1541.75
278.59,1528.00
280.28,1516.50
282.11,1459.00
283.86,1404.50
285.56,1388.75
287.34,1392.25
289.03,1435.50
290.73,1432.50
292.48,1431.25
294.33,1330.50
295.97,1418.50
297.66,1414.50
299.39,1412.25
301.03,1409.00
302.78,1378.75
304.56,1381.75
306.20,1410.00
307.92,1455.00
309.61,1469.75
311.47,1399.25
313.14,1403.75
314.77,1485.25
316.45,1599.50
318.19,1549.50
319.89,1571.50
321.62,1595.50
323.41,1620.50
325.16,1650.25
326.78,0.00
328.66,0.00
330.42,1478.50
332.16,1496.75
333.89,1455.25
335.58,1469.75
337.41,1449.50
339.09,1405.00
340.91,1365.50
342.67,1335.00
344.34,1375.50
346.00,1429.50
347.69,1486.00
349.41,1550.25
351.06,1621.00
352.75,1699.25
354.45,1785.50
356.11,1887.50
357.78,1999.75
359.50,2135.25
1.05,0.00
2.73,3127.75
4.33,4137.25
6.06,4054.00
7.77,4025.00
9.53,4024.75
11.31,3979.00
13.05,3992.25
14.78,3936.00
16.48,3939.00
18.23,3932.00
19.97,3944.25
21.73,3773.50
23.45,3762.00
25.17,3755.50
26.91,3773.25
28.64,3773.50
30.38,3802.50
32.06,4029.25
33.81,4026.75
35.52,4041.00
37.23,4088.25
38.97,4120.75
40.69,4173.50
42.42,4181.50
44.16,4281.00
45.86,4320.50
47.61,4345.00
49.33,4274.00
51.06,4334.25
52.77,4420.75
54.52,4355.75
58.02,3950.25
63.42,2232.25
65.14,2165.50
68.62,2102.75
70.33,2117.75
72.06,2191.25
73.75,2269.25
75.44,2359.50
77.12,2455.00
78.83,2566.25
80.56,2653.50
82.31,2601.50
84.16,2560.75
85.88,2518.50
87.61,2479.75
89.36,2446.50
91.12,2411.75
92.84,2389.00
94.59,2356.25
96.36,2337.00
98.08,2316.50
99.81,2293.00
101.58,2274.00
103.31,2258.00
105.05,2251.50
114.09,0.00
108.00,5463.75
109.62,8327.50
115.16,0.00
116.91,2804.75
118.64,2644.50
120.42,2507.25
122.17,2389.00
123.92,2318.75
125.64,2269.00
127.38,2236.75
129.08,2291.50
130.81,2341.25
132.55,2364.75
134.25,2389.75
135.97,2416.50
137.72,2448.25
139.41,2488.25
141.17,2523.25
142.88,2554.75
144.58,2641.75
146.28,2703.00
148.03,2763.00
149.72,2822.00
151.44,2889.75
153.14,2965.25
154.89,3046.00
156.59,3056.25
158.31,3145.25
160.02,3246.00
161.75,3356.00
163.45,3478.00
165.16,3609.25
166.89,3760.50
168.61,3916.00
170.30,3985.75
172.00,4274.00
173.72,4498.00
175.42,4805.25
178.81,5439.75
180.55,5493.50
182.28,5209.00
184.00,5149.50
185.73,0.00
190.88,5416.25
194.38,5071.00
196.09,4986.00
197.81,4945.50
199.53,5072.50
201.25,5118.00
203.02,5132.75
204.77,4929.00
206.50,4950.50
211.64,5415.50
216.91,0.00
223.97,2940.50
225.75,2722.00
227.50,2529.00
232.78,2094.25
234.58,1994.25
236.28,1983.50
237.98,2024.50
239.70,2069.50
241.41,2119.50
243.11,2172.25
244.84,2198.50
246.56,2126.50
248.33,2056.50
250.11,1995.75
251.81,2009.50
253.52,2085.00
255.23,2095.75
256.98,2115.00
258.70,2114.50
260.44,2094.50
262.25,1838.25
264.00,1802.75
265.75,1774.25
267.47,1750.75
269.20,1730.50
271.05,1592.75
272.83,1571.00
274.50,1556.50
276.33,1541.25
278.06,1527.75
279.78,1517.00
281.64,1462.75
283.33,1400.00
285.12,1390.00
286.83,1396.00
288.48,1439.25
290.25,1432.75
292.06,1419.25
293.81,1334.50
295.50,1422.00
297.20,1416.00
298.97,1413.00
300.61,1402.50
302.28,1379.25
304.06,1384.25
305.77,1418.00
307.44,1462.25
309.17,1464.25
310.89,1397.75
312.59,0.00
314.28,1486.50
315.94,1604.00
317.70,1555.50
319.42,1577.00
321.12,1600.50
322.89,1628.00
324.69,0.00
326.27,0.00
328.16,0.00
329.92,1469.50
331.66,1504.00
333.39,0.00
335.14,1471.75
336.86,1442.00
338.61,1397.50
340.39,1356.75
342.12,1340.25
343.84,1387.25
345.55,1440.00
347.20,1498.25
348.88,1564.00
350.56,1635.75
352.20,1714.25
353.89,1805.25
355.58,1906.75
357.23,2023.00
358.94,2161.50
0.47,2947.25
2.17,3175.75
3.80,4126.25
5.56,4025.00
7.25,4028.00
8.98,4005.50
10.75,3991.00
14.23,3936.25
15.95,3954.75
17.67,3938.75
19.41,3946.25
21.17,3753.75
22.91,3765.50
24.61,3758.75
26.36,3768.00
28.09,3781.25
29.81,3806.25
31.50,4027.75
33.23,4029.25
34.94,4026.25
36.67,4094.75
38.39,4139.00
40.11,4178.00
41.83,4210.25
43.53,4294.75
45.28,4343.50
47.00,4325.50
48.73,4280.50
50.47,4348.00
52.16,4438.50
55.66,4119.75
57.42,3926.50
59.31,2435.25
61.05,2311.50
62.81,2219.75
64.58,2151.50
67.97,2108.50
69.70,2129.50
71.44,2202.50
73.11,2283.75
74.83,2378.25
76.52,2475.00
78.17,2588.50
79.91,2650.00
81.67,2600.00
83.47,2555.25
85.23,2514.00
86.97,2475.25
88.69,2442.50
90.44,2408.00
92.17,2377.50
93.89,2352.00
95.64,2332.25
97.39,2307.00
99.12,2287.00
100.86,2274.25
102.59,2262.75
104.28,2250.25
113.38,0.00
107.27,5464.25
108.88,8321.25
114.39,2929.00
116.16,2766.50
117.91,2616.00
119.64,2484.75
121.41,2368.00
123.14,0.00
124.89,2250.50
126.61,2236.25
128.33,2323.00
130.02,2334.50
131.77,2362.50
133.48,2397.00
135.20,2417.00
136.91,2441.75
138.62,2493.50
140.33,2529.50
142.06,2567.50
143.77,2661.00
145.48,2713.75
147.20,2769.50
148.89,2832.50
150.61,2901.75
152.33,2981.50
154.03,3060.25
155.77,3065.25
157.48,3162.75
159.17,3264.00
160.86,3373.50
162.59,3495.25
164.30,3629.25
166.02,3780.50
167.72,3953.00
169.42,4017.00
171.11,4308.25
172.84,4568.00
174.53,4890.75
176.23,5123.75
177.97,5476.50
179.64,5467.00
181.38,5177.75
183.11,5170.25
184.80,5372.75
189.97,5417.25
193.44,5017.75
195.16,4967.75
196.88,4978.50
198.61,5058.00
200.34,5119.75
202.06,5116.75
203.83,4939.50
205.55,4933.25
210.72,5427.50
214.17,0.00
223.00,2901.25
224.80,2684.75
226.56,2498.75
230.03,2212.00
231.78,2078.25
233.58,1978.50
235.25,1990.50
236.97,2031.00
238.69,2076.50
240.36,2128.50
242.08,2184.25
243.84,2186.50
245.55,2112.75
247.31,2042.00
249.05,1987.50
250.80,2000.25
252.47,2075.25
254.23,2079.75
255.95,2091.25
257.67,2104.75
259.42,2080.25
261.20,1832.00
262.94,1799.00
264.69,1771.25
266.41,1748.25
268.17,1726.00
269.95,1587.75
271.67,1568.50
273.47,1551.25
275.23,1536.75
277.02,1526.00
278.69,1514.00
280.50,1448.75
282.23,1397.25
283.98,1388.00
285.73,1402.75
287.41,1442.00
289.17,1430.25
290.97,0.00
292.69,1338.75
294.36,1421.75
296.08,1414.75
297.83,1417.25
299.42,1396.75
301.20,1379.75
302.92,1391.00
304.61,1426.75
306.30,1466.75
308.00,1453.25
309.80,1396.25
311.47,1476.00
313.11,1491.25
314.83,0.00
316.53,1559.00
318.23,1581.50
319.97,1604.25
321.66,1634.00
323.61,0.00
325.12,1778.25
327.05,1527.50
328.72,1475.75
330.50,1488.25
332.19,1484.75
333.97,1479.75
335.72,1433.50
337.45,1390.50
339.20,1351.00
340.91,1348.50
342.62,1396.50
344.31,1449.00
345.98,1508.00
347.67,1574.00
349.36,1648.75
351.05,1728.50
352.75,1820.50
354.41,1925.25
356.06,2044.75
5.11,0.00
359.31,2978.00
2.64,4121.00
4.39,4021.75
6.09,4027.75
7.84,3999.25
9.55,3966.00
11.33,4020.50
13.06,3928.00
14.78,3939.00
16.48,3919.75
18.25,3937.50
19.98,3751.50
21.70,3774.00
23.45,3765.50
25.17,3761.25
26.89,3776.75
28.64,3797.00
30.33,4039.25
32.05,4027.75
33.77,4050.25
35.47,4096.00
37.22,4136.75
38.94,4157.00
40.66,4224.00
42.38,4298.75
44.09,4341.50
45.84,4313.50
47.55,4286.75
49.28,4368.75
51.00,4439.75
54.47,4091.50
58.19,0.00
59.88,2318.25
61.62,2214.25
63.36,2144.25
68.52,2142.00
70.19,2214.75
71.91,2296.50
73.61,2392.75
75.31,2488.75
77.02,2606.75
78.75,2644.50
80.47,2595.50
82.23,2546.50
84.05,2509.50
85.78,2471.25
87.53,2437.00
89.27,2405.50
90.97,2373.00
92.73,2349.00
94.48,2323.75
96.17,2308.75
97.95,2292.50
99.67,2272.00
101.38,2264.00
103.12,2252.75
104.44,0.00
106.19,5422.50
107.72,8318.25
113.25,2909.25
114.98,2746.00
116.75,2600.50
118.50,2472.50
120.22,2355.00
121.97,2273.00
123.72,0.00
125.41,2238.00
127.14,2320.25
128.84,2349.50
130.62,2372.50
132.31,2398.50
134.00,2429.25
135.77,2461.75
137.44,2499.75
139.20,2534.00
140.88,2571.75
142.59,2663.00
144.31,2720.00
146.02,2776.00
147.73,2841.75
149.45,2913.00
151.16,3000.00
152.89,3033.00
154.61,3083.50
156.30,3176.75
158.02,3278.00
159.73,3394.25
161.44,3514.00
163.16,3647.50
164.84,3802.00
166.58,3967.50
168.28,0.00
169.97,4337.50
171.67,4593.25
173.38,4902.00
175.09,5187.50
176.83,5452.75
178.52,5395.50
180.25,5170.50
181.97,5139.50
183.67,5413.00
188.84,5400.50
192.34,5005.75
194.02,4987.25
195.78,4995.00
197.47,5085.25
199.20,5120.50
200.92,5082.75
202.70,4952.00
204.45,4915.00
209.58,5440.25
213.06,0.00
220.17,0.00
221.91,2881.25
223.69,2673.00
227.16,2337.00
228.94,2198.75
230.70,2070.00
232.44,1976.00
234.16,1996.50
235.88,2033.25
237.56,2079.50
239.33,2131.00
240.97,2187.75
242.72,2177.50
244.47,2109.75
246.22,2039.75
247.95,1986.00
251.39,2060.25
253.16,2063.75
254.84,2081.50
256.59,2088.25
258.30,2083.00
260.17,1830.50
261.86,1798.00
263.58,1770.00
265.36,1747.25
267.06,1724.25
268.88,1586.00
270.64,1566.50
272.36,1550.75
274.11,1535.75
275.91,1524.25
277.66,1513.00
279.42,1448.00
281.19,1396.75
282.91,1388.50
284.67,1403.75
286.38,1443.75
288.08,1428.25
289.95,0.00
291.64,1340.00
293.34,1422.00
295.03,1415.50
296.80,1418.25
298.56,1396.25
300.19,1380.50
301.89,1393.25
303.55,1430.00
305.25,1469.00
307.00,1445.00
308.73,1397.25
310.44,1488.75
312.12,0.00
313.83,0.00
315.52,1561.75
317.27,1582.50
318.94,1609.25
320.67,1633.50
329.52,0.00
324.14,1782.00
325.98,1525.00
327.77,1481.00
329.50,1494.25
331.20,1483.50
332.98,1474.75
334.69,1430.50
336.44,1388.00
338.19,1350.50
339.98,1352.00
341.61,1399.75
343.36,1452.75
345.00,1512.75
346.69,1578.75
348.38,1653.00
350.06,1732.00
351.75,1826.50
353.42,1930.25
355.12,2053.50
4.14,0.00
358.34,2993.00
359.94,0.00
1.66,4123.25
3.41,4030.25
5.11,4028.75
6.84,3994.75
8.59,3961.25
10.31,3975.75
12.08,3927.50
13.80,3956.50
15.55,3939.25
17.27,3945.00
19.03,3761.50
20.77,3756.75
22.48,3759.25
24.20,3767.50
25.92,3784.25
27.66,3809.50
29.39,4014.75
31.11,4020.75
32.81,4046.50
34.55,4094.25
36.23,4137.25
37.98,4162.25
39.69,4229.25
41.41,4302.75
43.14,4334.25
44.86,4278.50
46.59,4281.25
48.30,4370.00
50.02,4445.50
57.25,2390.75
58.92,0.00
60.69,2206.00
62.44,2138.50
65.84,2128.50
67.56,2144.50
69.28,2220.75
71.02,2302.50
72.66,2395.75
74.38,2497.50
76.06,2614.25
77.81,2645.00
79.56,2594.00
81.28,2550.25
83.09,2518.00
84.81,2484.00
86.58,2442.75
88.33,2409.25
90.08,2379.50
91.81,2353.25
93.53,2330.25
95.28,2308.00
97.02,2290.75
98.77,2280.50
100.45,2268.00
102.19,2253.75
103.53,0.00
105.27,5428.25
106.80,8317.25
110.22,9566.50
112.28,2894.00
114.08,2735.00
115.83,2588.50
117.56,2467.25
119.30,2343.50
121.05,2269.50
122.77,0.00
124.47,2243.75
126.22,2329.00
127.92,2347.75
129.62,2368.00
131.34,2402.25
133.11,2426.75
134.80,2457.00
136.53,2502.75
138.27,2530.00
139.94,2575.25
141.67,2666.25
143.39,2720.50
145.09,2779.50
146.78,2845.00
148.53,2918.75
150.20,2997.50
151.94,3046.75
153.66,3088.00
155.38,3185.25
157.06,3285.50
158.77,3398.50
160.50,3521.25
162.19,3660.50
163.91,3814.25
165.61,3954.00
167.31,0.00
169.03,4356.25
170.72,4652.00
174.16,5210.00
175.88,5480.50
177.61,0.00
179.28,5168.50
181.02,5130.50
182.72,0.00
187.89,5400.50
191.34,4958.75
193.06,5007.25
194.78,4992.25
196.50,5068.00
198.22,5111.75
199.95,5077.00
201.67,4929.75
203.45,4946.25
208.56,5451.00
219.14,3113.75
220.94,2863.50
222.67,2656.50
227.94,2185.25
229.67,2062.50
231.45,1971.00
233.17,1991.75
234.88,2037.00
236.56,2082.00
238.28,2133.50
239.98,2193.25
241.75,2179.25
243.45,2103.25
245.20,2036.25
246.94,1980.50
248.67,1961.50
252.16,2037.00
253.88,2048.25
255.59,2061.25
257.34,2066.25
259.11,1838.25
260.84,1794.75
262.58,1768.50
264.36,1747.00
266.06,1723.00
267.89,1583.75
269.61,1566.50
271.34,1551.00
273.09,1535.75
274.83,1525.00
276.70,1503.00
278.41,1437.25
280.22,1396.50
281.95,1389.25
283.61,1410.50
285.34,1443.50
287.11,1428.75
288.84,1348.25
290.58,1346.75
292.30,1421.50
294.03,1417.00
295.75,1421.50
297.52,1394.75
299.14,1382.75
300.84,1395.75
302.52,1435.50
304.23,1471.00
305.97,1437.75
307.73,1397.50
309.41,1496.00
311.00,0.00
312.80,1560.25
314.52,1563.00
316.20,1584.50
317.91,1611.00
319.62,1639.25
323.06,1781.25
325.00,0.00
326.70,1483.50
328.42,1504.25
330.14,1483.75
331.91,1471.50
333.64,1426.50
335.41,1383.50
337.17,1346.50
338.92,1357.25
340.62,1405.25
342.31,1459.00
344.00,1519.50
345.67,1585.75
347.28,1661.00
348.97,1743.25
350.67,1838.25
352.33,1944.75
354.00,2067.75
3.05,0.00
357.28,3018.25
358.86,0.00
0.58,4112.50
2.33,4025.25
4.05,4024.50
5.78,3976.25
7.48,3962.00
9.22,3984.50
11.00,3928.00
12.72,3944.50
14.42,3936.50
16.17,3935.75
17.94,3758.25
19.64,3763.25
21.38,3773.75
23.11,3768.75
24.84,3766.75
26.53,3809.75
28.28,4026.75
29.97,4028.50
31.72,4072.75
33.44,4097.25
35.14,4139.25
36.84,4174.50
38.58,4237.75
40.30,4301.00
42.03,4336.50
43.73,4268.75
45.47,4298.25
47.19,4382.25
48.92,4451.50
56.09,2383.25
57.89,2277.25
59.55,2205.00
61.28,2129.50
63.05,0.00
64.69,2108.25
66.41,2153.75
68.12,2231.00
69.81,2316.00
71.48,2406.25
73.20,2512.00
74.91,2631.00
76.61,2631.75
78.36,2587.75
80.06,2539.50
81.80,2506.50
83.67,2466.00
85.39,2435.75
87.16,2401.50
88.86,2369.75
90.58,2346.50
92.34,2319.50
94.08,2302.50
95.81,2285.00
97.50,2276.75
99.27,2259.50
100.97,2256.25
102.31,5492.00
104.06,5419.25
105.70,8242.25
111.11,2877.50
112.89,2716.25
114.61,2573.25
116.34,2455.25
118.14,2337.00
119.86,2273.50
121.61,2274.00
123.30,2243.25
124.98,2334.00
126.69,2355.00
128.44,2377.00
130.16,2406.25
131.88,2437.00
133.59,2469.75
135.30,2506.75
137.06,2544.25
138.73,2596.00
140.47,2672.25
142.14,2730.75
143.91,2789.75
145.58,2857.00
147.31,2926.75
149.02,3008.00
150.73,3016.50
152.45,3104.75
154.16,3196.25
155.89,3301.00
157.58,3414.25
159.31,3536.75
161.00,3680.00
162.70,3835.25
164.42,4011.50
166.11,4171.50
167.83,4392.75
171.22,4986.25
172.94,5262.00
174.66,5501.00
176.39,5308.25
178.12,5170.25
179.81,5124.25
184.95,5441.25
190.17,4932.50
191.86,5043.00
193.58,5031.50
195.31,5100.00
197.03,5112.50
198.77,5027.50
200.50,4948.25
202.20,4930.25
205.69,0.00
210.91,0.00
214.45,0.00
217.97,3066.75
219.72,2834.25
221.50,2628.50
226.77,2170.25
228.53,2046.75
230.23,1968.00
231.95,2000.50
233.66,2043.25
235.36,2089.75
237.08,2145.00
238.78,2202.50
240.52,2169.75
242.28,2093.50
244.03,2029.00
245.75,1973.75
247.52,1922.50
250.97,2005.00
252.69,2011.50
254.41,2021.75
256.16,0.00
257.92,1849.50
259.69,1793.75
261.42,1765.50
263.14,1742.00
264.89,1721.50
266.69,1581.75
268.45,1563.75
270.11,1547.25
271.92,1534.50
273.59,1524.50
275.47,0.00
277.23,1423.50
278.97,1395.50
280.66,1392.00
282.38,1419.25
284.11,1439.75
285.84,1429.75
287.67,1335.00
289.33,0.00
291.09,1420.25
292.81,1420.25
294.50,1416.50
296.30,1390.50
298.03,1383.75
299.62,1400.25
301.30,1444.25
302.98,1473.00
304.77,1418.75
306.53,1400.50
308.16,1496.50
309.81,0.00
311.55,1546.50
313.28,1567.75
314.98,1590.25
316.67,1615.25
318.41,1643.75
320.08,0.00
321.84,0.00
323.81,1480.00
325.47,1489.50
327.20,0.00
328.92,1471.25
330.67,1466.50
332.41,1419.25
334.19,1377.50
335.91,1341.75
337.62,1365.75
339.38,1414.75
341.00,1468.75
342.73,1530.50
344.44,1599.00
346.09,1675.25
347.72,1757.75
349.44,1855.25
351.08,1964.25
352.77,2090.00
1.80,0.00
356.02,3054.25
357.62,4145.00
359.34,4091.25
1.09,4020.25
2.81,4023.75
4.53,3960.75
6.27,3947.00
7.97,3977.75
9.70,3937.00
11.47,3938.00
13.23,3942.50
14.92,4004.25
16.69,3761.50
18.41,3767.00
20.12,3773.75
21.88,3790.50
23.59,3782.00
25.33,0.00
27.02,4023.75
28.73,4027.75
30.50,4082.00
32.22,4094.50
33.95,4143.25
35.62,4180.25
37.34,4254.00
39.09,4294.25
40.80,4316.00
42.53,4254.25
44.27,4310.25
45.97,4399.75
49.47,4220.00
51.20,0.00
54.89,2366.00
56.66,2261.50
58.42,2189.75
60.09,2115.75
63.55,2111.50
65.23,2166.50
66.94,2246.00
68.64,2330.75
70.31,2426.75
72.02,2532.00
73.73,2645.25
75.44,2626.75
77.19,2577.50
78.94,2533.50
80.64,2496.00
82.38,2460.75
84.20,2427.75
85.92,2397.00
87.70,2366.25
89.42,2342.00
91.19,2320.25
92.89,2303.75
94.66,2289.25
96.39,2270.25
98.12,2254.25
107.19,0.00
101.17,5464.50
104.52,8290.50
106.25,0.00
107.89,0.00
109.95,2855.00
111.70,2686.25
113.45,2548.25
115.22,2432.00
116.94,2328.25
118.70,2276.75
120.41,2250.00
122.11,2253.50
123.84,2339.25
125.56,2359.25
127.25,2373.25
128.97,2412.00
130.73,2443.50
132.45,2476.25
134.19,2514.50
135.89,2548.25
137.59,2620.75
139.30,2692.50
141.02,2744.50
142.73,2805.00
144.45,2869.50
146.12,2943.50
147.84,3023.00
149.59,3034.00
151.30,3123.50
153.00,3219.25
154.73,3325.25
156.39,3439.50
158.14,3565.00
159.81,3709.50
161.53,3869.00
163.25,3998.00
164.94,4210.00
166.64,4437.00
168.33,4753.25
170.08,5022.00
171.77,5335.75
173.50,5490.75
175.22,5222.50
176.95,5153.75
178.64,5162.25
183.80,5487.25
188.98,4962.50
190.70,0.00
192.42,5069.25
194.14,5118.50
195.88,5127.00
197.59,4984.50
199.31,4932.00
201.05,4977.25
204.53,5427.00
209.73,0.00
216.81,3023.25
218.59,2788.75
220.34,2591.00
223.89,2277.00
225.64,2148.75
227.36,2024.00
229.09,1971.00
230.80,2008.75
232.50,2055.00
234.19,2106.75
235.91,2157.25
237.64,2215.25
239.34,2150.25
241.09,2080.50
242.86,2018.00
244.56,1963.00
246.36,1913.25
248.06,1882.50
251.55,1958.75
253.23,1960.75
255.00,1877.25
256.78,1843.25
258.53,1815.50
260.22,1763.50
262.00,1738.75
263.77,0.00
265.50,1578.75
267.27,1561.25
268.97,1544.50
270.75,1530.75
272.44,1521.75
274.25,1468.00
276.08,1412.50
277.81,1396.00
279.50,1394.25
281.25,1434.00
282.94,1434.75
284.66,1434.25
286.48,1333.75
288.19,1421.00
289.91,1416.00
291.56,1417.75
293.36,1417.50
295.08,1386.25
296.80,1385.75
298.47,1411.00
300.11,1458.00
301.84,1476.25
303.55,1405.00
305.27,1409.50
306.94,1489.50
308.62,1601.75
310.33,1552.50
312.02,1575.00
313.77,1598.25
315.45,1624.50
317.19,1653.25
318.84,0.00
320.69,1532.00
322.47,1469.00
324.28,1495.25
325.98,1447.00
327.77,1455.00
329.42,1451.75
331.19,1405.75
333.00,1365.75
334.72,1335.75
336.38,1378.25
338.11,1430.25
339.80,1485.50
341.45,1548.75
343.12,1619.75
344.88,1698.50
346.50,1785.00
348.16,1885.00
349.83,1997.75
351.53,2131.75
353.06,0.00
354.72,3123.25
356.38,4144.75
358.08,4056.50
359.80,4024.75
1.56,4016.00
3.28,3985.50
4.98,3975.25
6.73,3956.00
8.45,3950.75
10.17,3934.75
11.92,3934.25
13.69,0.00
15.42,3756.25
17.12,3761.25
18.84,3774.00
20.58,3781.25
22.30,3794.00
24.02,4020.50
25.73,4020.25
27.47,4034.25
29.17,4094.75
30.91,4113.25
32.62,4163.25
34.36,4187.00
36.05,4279.50
37.77,4315.00
39.47,4350.25
41.20,4263.75
42.92,4335.75
44.64,4421.00
46.38,4376.00
48.12,4161.75
49.88,3965.75
55.33,2237.25
57.09,2168.75
58.78,2121.00
60.47,2100.00
62.19,2109.75
63.89,2189.50
65.56,2268.50
67.28,2360.00
68.95,2457.00
70.66,2568.25
72.38,2657.50
74.09,2613.00
75.81,2569.00
77.55,2526.75
79.27,2485.50
81.02,2451.25
82.86,2419.50
84.58,2389.25
86.33,2362.00
88.06,2333.50
89.80,2315.25
91.50,2295.75
93.23,2278.25
95.02,2267.00
96.72,2250.75
105.78,0.00
99.77,5470.50
101.39,8261.00
104.83,9282.75
106.80,0.00
108.55,2796.25
110.31,2641.50
112.05,2506.50
113.83,2385.50
115.55,2308.50
117.30,2274.00
119.02,2239.50
120.67,2310.50
122.44,2335.50
127.53,0.00
129.25,2454.00
131.00,2491.00
132.72,2526.50
134.45,2562.25
136.17,2648.75
137.83,2707.25
139.53,2763.50
141.28,2828.00
142.95,2893.00
144.69,2974.50
146.42,3041.50
148.11,3056.25
149.83,3147.25
151.53,3253.25
153.27,3363.25
154.94,3484.25
156.66,3613.25
158.36,3760.75
160.06,3926.00
161.78,3982.00
163.48,4278.50
165.19,4542.50
166.89,4864.75
168.59,5123.00
170.30,5406.25
172.02,5470.50
173.77,5176.00
175.47,5164.25
177.22,5289.75
182.31,5412.00
185.77,5044.75
187.50,4994.00
189.22,4935.25
190.94,5067.25
192.62,5119.00
194.38,5107.75
196.09,4925.75
197.81,4918.75
207.22,0.00
202.98,5415.00
208.25,0.00
215.31,2943.00
217.08,2725.25
218.83,2532.00
222.34,2238.25
224.11,2100.50
225.86,1995.00
227.56,1982.25
229.27,2022.75
230.97,2069.75
232.66,2120.50
234.36,2177.25
236.09,2204.25
237.83,2129.25
239.56,2062.25
241.33,2000.75
243.06,1949.00
244.81,1898.00
246.50,1857.25
249.92,1932.50
251.67,1933.00
253.41,1865.75
255.14,1835.50
256.91,0.00
258.62,1781.75
260.39,1734.00
262.19,1593.25
263.95,1573.50
265.69,1556.50
267.34,1542.75
269.12,1529.75
270.83,1519.75
272.62,1463.00
274.39,1406.75
276.16,1393.25
277.94,1400.75
279.62,1443.75
281.34,1429.00
283.11,0.00
284.86,1336.25
286.53,1425.00
288.25,1418.00
289.97,1425.00
291.73,1406.50
293.47,1384.75
295.23,1393.50
296.92,1427.00
298.62,1470.00
300.20,1461.00
302.03,1402.50
303.66,0.00
305.33,1494.50
307.06,1583.50
308.77,1560.75
310.48,1582.25
312.19,1608.00
313.88,1635.25
315.59,1663.25
317.25,1779.50
319.12,0.00
320.84,1482.25
322.59,1484.25
324.38,1485.25
326.12,1459.75
327.86,1435.00
329.66,1391.75
331.42,1351.75
333.12,1348.50
334.81,1396.75
336.48,1448.25
338.22,1505.75
339.88,1573.75
341.56,1647.00
343.23,1726.50
344.91,1818.50
346.62,1920.50
348.22,2040.50
349.95,2183.50
351.48,2972.25
354.80,4121.25
356.55,4027.00
358.27,4024.25
359.98,3997.50
1.70,3987.75
3.45,3987.75
5.14,3922.50
6.88,3960.50
8.59,3920.00
10.41,3957.25
12.12,3756.25
13.83,3768.00
15.56,3762.75
17.30,3779.00
19.05,3799.50
20.73,3806.75
22.47,4032.50
24.19,4028.00
25.91,4054.25
27.66,4090.50
29.36,4138.50
31.11,4168.25
32.81,4218.75
34.52,4303.25
36.22,4345.00
37.94,4311.75
39.67,4285.25
41.39,4359.50
43.12,4441.75
50.30,2422.75
53.81,2214.75
55.59,2144.75
60.67,2139.25
62.38,2216.75
64.05,2298.25
65.77,2392.25
67.45,2492.75
69.12,2609.50
70.88,2648.75
72.61,2598.75
74.36,2550.50
76.08,2511.25
77.80,2474.75
79.55,2436.25
81.27,2407.75
83.12,2379.00
84.86,2350.25
86.56,2329.00
88.33,2309.50
90.06,2291.25
91.78,2275.75
93.53,2266.25
95.25,2253.00
96.59,0.00
98.33,5428.50
99.95,8294.75
103.38,0.00
105.50,2899.25
107.12,2739.25
108.88,2591.25
110.64,2468.00
112.38,2344.75
114.16,2272.25
115.84,0.00
117.59,2241.50
119.28,2328.50
129.58,2505.75
131.34,2541.00
133.03,2580.50
134.77,2671.25
136.48,2724.75
138.19,2786.75
139.92,2850.00
141.59,2919.25
143.33,3000.25
145.03,3049.50
146.75,3092.75
148.45,3189.25
150.17,3291.75
151.89,3404.75
153.59,3523.00
155.30,3662.50
157.03,3816.25
158.75,3962.25
160.45,0.00
162.16,4370.50
163.86,4681.25
165.55,4969.00
167.27,5220.75
168.98,5472.50
170.75,0.00
172.45,5165.75
174.20,5121.75
175.89,0.00
181.03,5427.00
184.50,4968.50
186.20,5025.00
187.95,4990.50
189.66,5065.25
191.36,5118.00
193.11,5072.75
194.84,4932.50
196.55,4918.50
208.77,0.00
212.31,3103.00
214.08,2858.50
215.84,2654.25
219.39,2323.75
221.14,2194.00
222.94,2060.25
224.67,1969.75
226.41,1999.00
228.08,2042.25
229.75,2091.25
231.48,2143.00
233.19,2201.50
234.91,2176.50
236.66,2104.25
238.39,2037.00
240.14,1983.00
241.92,1931.75
243.62,1883.75
