Angle (°),Distance (mm)
45.22,1456.50
46.92,1402.25
48.61,0.00
50.38,1355.25
59.00,0.00
53.69,1327.50
55.34,1337.00
56.98,1415.75
62.19,1131.00
63.91,1078.25
70.56,1075.25
72.27,1099.50
73.84,1129.25
75.48,1161.00
77.19,1197.75
78.78,1236.25
80.44,1280.25
82.11,1326.00
83.78,1374.50
85.42,1434.00
86.75,2284.75
88.45,2334.50
90.05,2375.25
91.73,2485.25
93.38,2613.25
95.03,2755.25
97.00,0.00
100.52,1608.50
102.16,1629.50
103.81,1622.00
105.50,1617.75
107.17,1615.75
110.52,1638.00
113.23,4840.25
114.88,4816.50
116.56,5048.50
118.20,5368.75
119.89,0.00
121.56,5228.25
124.97,4825.25
126.62,4867.75
128.31,4855.50
129.98,4985.00
131.70,5075.25
133.41,5102.75
135.11,4943.50
136.78,5021.50
138.45,4983.75
140.14,4993.25
145.19,5277.50
157.05,4308.75
160.52,3243.75
163.91,3014.75
165.62,2923.50
167.98,1312.00
174.11,2583.00
175.78,2558.50
177.47,2663.75
179.09,2776.25
180.78,2838.25
199.31,2559.25
201.00,0.00
202.78,2445.50
204.45,2433.50
206.14,2424.00
207.86,2384.75
209.55,2337.75
211.23,2309.50
212.88,2413.75
214.62,2281.50
216.28,2309.75
217.98,2283.50
219.66,2238.00
221.33,2258.00
223.00,2334.25
224.70,2330.00
226.44,2241.75
228.69,0.00
230.45,1118.75
232.16,1045.25
238.69,1178.50
241.48,0.00
243.19,2189.75
244.88,2110.25
246.56,2152.25
248.25,2191.75
249.89,2239.00
251.55,2291.75
253.22,2342.75
254.91,2404.50
256.56,2469.75
258.25,2542.00
259.89,2620.75
261.58,2703.50
270.69,0.00
268.09,4183.50
271.42,4455.25
274.83,4491.75
276.52,4414.50
278.20,4386.50
281.56,4293.50
284.31,1017.25
288.34,3954.25
293.09,832.25
294.80,832.75
296.50,787.25
298.31,786.75
299.98,787.75
301.36,845.75
303.42,0.00
305.09,3564.50
309.67,0.00
311.17,970.50
312.89,974.50
314.58,979.75
316.22,988.00
317.64,0.00
326.42,920.50
332.53,0.00
337.55,1638.75
339.27,1533.75
341.00,1487.50
342.67,1500.25
344.34,1490.50
346.00,1520.00
352.78,1417.00
359.45,1464.25
1.06,1516.25
2.83,1495.75
4.45,1486.50
6.16,1461.25
7.88,1441.25
14.70,0.00
16.38,1353.50
18.06,1347.75
20.62,4611.50
22.31,4568.50
24.00,4540.00
25.69,4524.00
27.38,4469.50
28.94,7301.25
30.59,7347.75
32.27,8325.25
34.53,1992.00
36.22,1887.00
37.92,1783.25
39.66,1690.25
41.36,1608.25
43.11,1535.75
44.84,1470.00
46.53,1411.50
49.94,1356.25
58.62,0.00
53.31,1332.50
55.00,1333.00
56.62,1407.75
65.27,1045.25
70.27,1076.00
71.97,1092.50
75.17,1156.25
76.86,1189.00
78.50,1227.50
80.14,1270.00
81.72,1316.50
83.45,1364.75
85.08,1421.25
86.39,0.00
88.08,2327.00
89.77,2359.75
91.39,2460.00
93.05,2589.25
94.72,2724.75
96.38,0.00
100.14,1606.25
101.81,1616.00
103.48,1626.25
105.22,1619.00
106.89,1616.00
110.14,1619.50
111.77,1656.25
112.89,0.00
114.56,4764.00
117.88,5361.75
121.23,5195.75
130.62,0.00
124.61,4821.00
126.27,4829.50
127.97,4865.25
129.62,4936.25
131.39,5032.50
133.08,5098.00
134.77,4969.00
136.44,4986.75
138.11,4968.25
139.80,4989.75
144.84,5310.50
156.70,0.00
158.48,0.00
163.58,3034.75
165.28,2931.00
167.56,1321.00
169.27,1311.75
170.83,1463.25
172.45,1614.75
173.77,2595.75
175.45,2543.75
177.14,2645.25
178.77,2750.25
180.44,2847.00
197.28,2613.25
199.00,2556.25
200.66,2582.25
202.34,2445.50
204.11,2437.00
205.78,2426.00
207.48,2414.75
209.20,2342.00
210.89,2312.75
212.55,2372.25
214.27,2278.75
215.95,2303.25
217.61,2298.50
219.31,2242.75
220.98,2248.50
222.69,2317.75
224.34,2346.75
226.09,2253.00
230.02,1118.25
231.81,1048.75
233.58,1011.75
236.81,1085.25
238.41,0.00
239.95,0.00
241.14,0.00
242.86,2211.50
244.55,2107.25
246.20,2142.50
247.89,2184.50
249.58,2231.00
251.23,2280.25
252.91,2334.75
254.58,2393.25
256.25,2455.25
257.92,2525.75
259.58,2602.50
261.25,2684.25
270.36,0.00
264.47,0.00
267.75,4144.50
269.39,4326.75
271.09,4468.50
274.52,4521.25
277.84,4406.00
281.25,4300.00
287.98,0.00
289.66,3944.00
292.69,832.25
294.39,833.75
296.14,792.75
297.86,786.75
299.59,787.25
300.98,0.00
303.09,0.00
304.75,3539.75
310.91,0.00
312.55,973.75
314.16,979.00
315.84,992.00
322.42,1103.50
326.16,922.00
335.48,1691.50
337.23,0.00
338.91,1547.50
340.62,1483.25
342.28,1503.75
344.03,1494.00
345.69,1515.25
352.42,1425.50
354.09,1375.00
359.05,1454.50
0.69,1504.25
2.41,1502.00
4.06,1491.00
5.80,1466.50
7.52,1445.00
16.03,1358.00
17.69,1349.25
20.27,4614.25
21.95,4573.00
23.62,4546.25
25.31,4529.00
27.00,4489.50
28.55,7316.25
30.23,7333.75
34.16,0.00
35.83,1913.00
37.58,1805.50
39.28,1713.25
40.97,1627.25
42.73,1551.00
44.44,1491.50
46.16,1426.25
47.81,1412.00
49.55,1352.75
51.30,1354.00
52.95,1338.25
54.66,1330.25
56.23,0.00
61.41,1157.25
63.09,1103.50
64.80,1054.50
69.88,1084.25
71.50,1086.00
73.16,1115.50
76.39,1180.50
78.00,1219.00
79.75,1258.25
81.34,1303.75
83.14,1352.00
84.70,1408.50
93.36,0.00
87.72,2307.00
89.31,2364.50
90.98,2433.50
92.64,2555.00
94.31,2691.00
95.95,2836.25
97.97,1731.75
99.75,1616.50
101.39,1605.50
103.06,1629.00
104.73,1629.25
106.45,1617.50
108.08,1624.75
109.77,1601.75
111.41,1646.00
120.16,0.00
114.16,4821.25
119.12,5394.00
120.83,5180.75
130.22,0.00
124.22,4805.50
125.86,4783.75
127.53,4862.25
129.22,4885.75
130.95,4991.75
132.62,5091.50
134.33,4990.00
136.00,4988.00
137.69,4959.25
139.36,4975.25
144.39,5322.00
146.08,0.00
157.95,4206.50
159.77,3304.00
161.45,3178.75
164.83,2955.00
168.88,1305.00
170.44,0.00
172.03,0.00
173.33,0.00
175.03,2524.75
176.69,2616.00
178.33,2725.50
179.95,2841.25
196.80,2617.50
198.48,2558.25
200.17,2565.75
201.88,2449.25
203.66,2439.00
205.34,2428.75
207.03,2418.00
208.73,2340.00
210.42,2320.50
212.12,2326.50
213.78,2308.75
215.50,2291.25
217.14,2310.75
218.86,2249.75
220.56,2241.00
222.22,2293.50
223.89,2353.75
227.23,2264.25
229.58,1101.50
231.33,1056.00
237.97,1120.50
239.69,1111.00
242.36,2243.25
244.09,2129.25
245.78,2129.50
247.41,2171.00
249.09,2217.25
250.75,2265.50
252.44,2320.00
254.09,2375.50
255.80,2437.00
257.44,2505.00
259.09,2578.50
260.73,2661.50
262.39,2750.75
267.27,4109.25
268.97,4266.00
272.30,4564.75
273.98,4553.00
275.69,4482.00
277.38,4420.25
279.08,0.00
280.77,4246.75
285.17,1011.75
289.20,3946.75
292.34,832.50
294.05,833.25
295.62,814.50
297.47,786.75
299.12,786.75
300.59,789.50
304.28,3513.25
306.88,0.00
310.56,909.75
312.09,979.00
313.70,976.75
315.47,993.25
321.92,0.00
333.28,0.00
335.02,1696.75
336.72,1729.50
338.39,1575.25
340.19,1491.00
341.84,1499.25
343.53,1500.75
345.22,1512.25
351.92,1437.75
353.62,1391.75
0.23,1490.50
1.94,1510.25
3.58,1504.25
5.27,1473.75
6.98,1451.50
8.73,1431.50
15.50,1365.25
17.19,1349.00
19.77,4626.75
21.47,4580.00
23.12,4554.50
24.81,4534.25
26.50,4520.00
28.05,7374.50
29.73,7321.50
31.38,0.00
35.31,1948.00
37.02,1835.50
38.77,1737.75
40.44,1647.75
42.23,1572.50
43.94,1515.50
45.67,1441.00
47.31,1403.50
49.06,1353.00
50.72,1351.75
52.47,1350.00
54.09,1327.25
55.75,1344.50
62.58,1117.75
64.39,1065.50
69.39,1091.50
70.95,1078.25
74.27,1139.75
75.89,1170.50
77.55,1207.25
79.22,1247.00
80.86,1291.25
82.47,1335.75
84.20,1389.50
87.17,2303.75
88.80,2354.50
90.47,2395.25
92.14,2516.75
93.80,2648.50
95.45,2788.25
97.41,1790.75
99.17,0.00
100.88,1610.00
102.55,1633.50
104.19,1635.25
105.95,1618.25
107.53,1617.50
109.20,1622.25
110.88,1643.50
113.59,4851.50
115.25,0.00
118.59,5384.75
120.28,5201.75
123.66,0.00
125.33,4802.75
126.98,4854.75
128.67,4874.50
130.47,4989.50
132.11,5081.25
133.83,5055.25
135.48,4937.00
137.17,5033.75
138.84,4968.25
140.48,0.00
143.86,0.00
145.58,5319.25
157.44,4265.75
162.59,3099.75
164.28,2992.75
166.00,2925.50
168.30,1306.25
180.20,0.00
174.50,2550.00
176.14,2583.75
177.80,2687.00
179.45,2802.00
181.12,2827.00
196.30,0.00
199.67,2544.25
201.39,2453.00
203.12,2441.50
204.78,2432.50
206.48,2422.25
208.17,2354.50
209.89,2331.50
211.58,2311.00
213.22,2413.25
214.94,2282.00
216.59,2312.25
218.31,2266.00
220.00,2237.50
221.66,2269.75
223.33,2342.25
225.05,2303.50
226.70,2245.00
229.02,1102.50
230.78,0.00
237.36,1120.00
239.11,0.00
241.80,2282.75
243.56,2165.00
245.19,2117.00
246.91,2159.25
248.55,2200.50
250.22,2248.75
251.91,2299.00
253.56,2355.75
255.22,2417.75
256.86,2483.50
258.56,2553.50
260.19,2634.50
261.86,2722.25
263.38,0.00
268.41,4210.50
271.75,4403.00
273.42,0.00
275.14,4481.75
276.83,4450.50
278.50,4377.00
281.88,4288.50
284.62,1013.00
288.64,3953.25
291.67,0.00
293.34,833.25
295.02,828.00
296.80,786.75
298.56,786.50
300.11,788.00
301.78,846.25
303.70,3487.25
305.36,0.00
309.94,911.75
311.52,981.50
313.20,975.25
314.88,990.75
316.47,992.25
317.97,1179.25
332.78,0.00
334.41,0.00
336.12,1704.75
339.61,1530.75
341.28,1485.50
342.95,1501.00
344.64,1498.75
346.28,1526.00
353.02,1409.00
358.05,0.00
359.73,1474.75
1.34,1518.25
3.08,1495.00
4.75,1481.75
6.41,1458.75
8.14,1437.00
14.92,0.00
16.69,1350.25
18.33,1349.00
26.89,0.00
20.89,4608.25
22.58,4567.75
24.27,4536.50
25.95,4524.00
29.17,7318.75
30.86,7383.50
32.52,8398.00
34.78,1984.75
36.48,0.00
38.22,1767.00
39.95,1676.00
41.67,1599.00
43.36,1529.75
45.06,1460.25
46.86,1405.50
48.56,0.00
50.27,1354.75
51.91,0.00
53.58,1328.25
55.28,1335.75
56.89,1419.75
62.12,1134.50
63.75,1082.00
70.55,1073.25
72.08,1096.50
73.80,1128.75
75.38,1160.25
77.03,1194.00
78.72,1234.00
80.31,1277.75
81.95,1321.25
83.67,1371.00
85.34,1430.50
86.64,2283.75
88.31,2392.25
89.98,2375.00
91.62,2485.00
93.30,2604.75
94.92,2740.75
96.89,0.00
100.39,1613.25
102.06,1626.00
103.75,1627.75
105.41,1618.50
107.05,1616.50
110.41,1629.50
113.12,4841.25
114.80,4785.50
118.12,5409.50
119.80,5301.50
121.50,5204.75
130.86,0.00
124.86,4822.75
126.52,4866.25
128.22,4859.25
129.88,4978.50
131.62,5071.25
133.31,5101.75
135.03,4951.75
136.69,5014.00
138.38,4986.75
140.05,4994.00
145.11,5294.25
156.95,4320.50
158.72,0.00
160.42,3251.75
163.83,3023.00
165.53,2925.00
167.84,1315.00
174.03,2586.25
175.70,2558.00
177.38,2659.25
178.97,2768.25
180.67,2838.75
197.55,2607.50
199.23,2551.50
200.94,0.00
202.69,2445.75
204.36,2434.00
206.08,2424.75
207.77,2393.25
209.45,2339.75
211.14,2310.25
212.80,2407.75
214.55,2280.00
216.19,2308.50
217.86,2284.50
219.59,2238.50
221.23,2255.25
222.91,2331.00
224.58,2339.00
226.30,2259.75
228.58,0.00
230.23,1124.00
232.05,1048.00
233.84,1010.75
237.06,1095.00
238.64,0.00
240.25,1227.25
241.39,0.00
243.08,2196.25
244.80,2107.50
246.48,2149.50
248.14,2191.25
249.81,2236.00
251.47,2288.25
253.14,2342.50
254.81,2401.00
256.47,2466.50
258.14,2538.75
259.81,2611.75
261.47,2698.75
263.12,2792.00
267.98,4173.00
271.33,4460.50
274.75,4507.50
276.41,4411.00
278.09,4393.25
281.47,4293.25
284.25,1019.50
288.23,3953.50
292.98,832.25
294.66,833.00
296.53,787.50
298.06,786.75
299.77,787.75
301.27,0.00
303.34,0.00
305.02,3555.75
309.58,0.00
311.12,969.00
312.84,974.25
314.50,979.75
317.59,0.00
326.39,920.00
335.77,1691.50
337.44,1642.25
339.20,1535.50
340.91,1482.50
342.59,1500.50
344.27,1487.25
345.94,1517.50
352.69,1417.75
354.42,1363.75
359.34,1463.75
1.02,1514.00
2.73,1496.50
4.41,1486.75
6.08,1463.00
7.81,1442.00
16.31,1354.00
18.00,1347.75
20.53,4615.75
22.23,4569.25
23.92,4542.00
25.59,4524.00
27.28,4470.50
28.84,7310.50
30.53,7313.75
32.17,8358.75
34.42,2002.25
36.14,1914.25
37.86,1788.25
39.56,1694.00
41.34,1612.25
43.00,1539.50
44.73,1473.00
46.45,1413.75
48.16,1421.25
49.89,1356.25
51.70,0.00
53.27,1332.50
54.92,1332.00
56.59,0.00
61.78,1143.75
65.27,1046.25
70.12,1078.50
71.83,1090.75
75.14,1154.00
76.72,1187.75
78.42,1227.00
80.05,1267.75
81.62,1315.00
83.41,1361.00
85.03,1418.00
86.31,0.00
88.00,0.00
89.66,2360.75
91.33,2458.75
93.00,2578.00
94.64,2717.50
96.28,2813.75
100.06,1609.00
101.73,1613.25
103.41,1626.75
105.09,1620.25
106.80,1617.25
110.06,1628.25
111.72,1654.75
112.78,0.00
114.47,4764.25
119.47,5382.00
121.16,5193.00
122.83,5238.75
124.52,4822.50
126.19,4817.25
127.86,4862.00
129.53,4924.25
131.33,5030.75
132.98,5096.50
134.69,4976.00
136.36,4963.75
138.03,4979.50
139.72,4987.00
144.75,5303.25
156.62,0.00
161.80,3153.00
165.19,2931.25
167.56,0.00
169.17,1311.00
170.77,1457.50
172.39,1613.75
173.69,2600.00
175.39,2539.50
177.03,2634.75
178.67,2749.00
180.33,2848.75
197.19,2612.00
198.91,2555.00
200.58,2581.50
202.27,2446.50
204.03,2437.00
205.69,2426.75
207.38,2415.50
209.09,2342.75
210.83,2315.00
212.44,2369.50
214.16,2281.50
215.86,2300.50
217.53,2301.00
219.25,2243.75
220.94,2247.00
222.58,2314.00
224.28,2348.00
225.98,2258.25
229.95,1119.75
231.66,1049.75
233.45,1011.25
236.77,1080.50
239.88,0.00
248.41,0.00
242.75,2216.75
244.47,2111.50
246.12,2139.25
247.77,2181.50
249.44,2226.75
251.16,2277.25
252.80,2332.75
254.45,2386.25
256.12,2451.25
257.81,2521.75
259.47,2595.25
261.16,2679.25
262.80,2770.75
264.38,0.00
267.67,4139.50
269.34,4303.75
271.02,4462.75
272.67,0.00
274.42,4524.25
277.78,4405.25
281.14,4301.25
287.91,0.00
289.58,3944.50
292.67,832.25
294.39,833.25
296.17,794.75
297.88,787.00
299.48,787.25
300.91,0.00
310.59,0.00
304.67,3536.00
310.84,0.00
312.52,973.25
314.17,978.75
315.81,990.00
322.34,1099.25
326.09,919.50
335.39,1689.75
337.16,0.00
338.88,1551.75
340.56,1484.50
342.23,1503.75
343.91,1493.25
345.61,1516.00
352.33,1426.00
354.05,1375.25
0.70,1502.00
2.33,1503.75
4.08,1491.25
5.70,1467.50
7.44,1446.25
15.98,1360.00
17.66,1349.00
20.23,4615.25
21.91,4573.25
23.59,4547.75
25.28,4530.50
26.97,4489.25
28.53,7303.75
30.19,7345.00
34.12,0.00
35.84,1913.00
37.52,1806.00
39.23,1713.50
40.97,1627.50
42.67,1551.25
44.41,1491.50
46.14,1426.25
47.83,1411.50
49.61,1352.75
51.28,1354.25
52.97,1338.25
54.64,1330.75
56.28,0.00
61.39,1157.25
63.14,1101.25
64.91,1052.50
69.84,1084.50
71.56,1086.00
73.20,1115.50
74.83,1148.50
76.47,1181.75
78.08,1218.75
79.77,1260.00
81.34,1306.00
83.12,1352.25
84.80,1408.25
93.42,0.00
87.77,2341.25
89.36,2365.00
91.05,2441.00
92.72,2560.50
94.36,2692.00
96.02,2838.50
98.02,1731.50
99.78,1622.25
101.47,1606.50
103.12,1627.50
104.84,1621.75
106.52,1617.50
108.12,1626.50
109.80,1602.75
111.42,1646.50
112.53,0.00
114.20,4811.25
123.58,0.00
119.19,5396.75
120.91,5177.00
130.30,0.00
124.27,4808.25
125.95,4777.00
127.62,4861.50
129.33,4894.25
131.06,5023.25
132.73,5094.75
134.44,4992.25
136.12,4980.75
137.80,4961.75
139.48,4973.25
144.53,5317.25
146.22,0.00
156.39,0.00
158.09,4199.75
161.56,3168.50
164.98,2946.50
167.31,0.00
168.95,1306.25
170.58,0.00
172.14,0.00
173.47,0.00
175.17,2530.25
176.83,2621.25
178.47,2731.00
180.16,2847.75
197.02,2615.25
198.72,2540.25
200.38,2570.00
202.08,2447.25
203.86,2437.50
205.53,2428.25
207.20,2416.50
208.92,2341.50
210.58,2317.25
212.28,2348.25
214.02,2284.25
215.66,2294.75
217.36,2306.25
219.05,2246.75
220.77,2244.50
222.42,2303.50
224.08,2353.50
227.39,2285.25
231.55,1053.00
238.16,1120.75
239.72,0.00
248.27,0.00
242.58,2228.50
244.33,2116.50
245.98,2137.00
247.62,2176.50
249.34,2223.25
251.03,2274.00
252.64,2327.25
254.36,2383.50
256.00,2448.50
257.69,2514.25
259.36,2590.25
260.98,2675.25
262.66,2761.25
264.25,0.00
267.52,4120.75
269.19,4294.50
270.88,4456.75
274.25,4542.75
277.62,4409.75
281.02,4306.25
295.41,0.00
289.47,3945.50
292.58,832.25
294.30,832.75
295.94,797.00
297.59,787.25
299.34,787.00
300.89,794.50
310.48,0.00
304.56,3530.75
310.67,0.00
312.38,973.00
314.05,978.25
315.67,989.50
322.31,1096.50
326.02,924.50
333.62,1748.50
335.30,1685.75
337.06,0.00
338.80,1552.00
340.48,1479.75
342.14,1506.25
343.86,1493.50
345.50,1514.25
352.25,1429.50
353.94,1378.75
358.95,1452.50
0.59,1501.50
2.27,1504.25
3.95,1493.00
5.69,1467.50
7.36,1446.75
9.06,1435.25
15.91,1360.25
17.56,1346.75
20.16,4615.75
21.84,4573.75
23.52,4548.00
25.20,4529.00
26.91,4492.75
28.42,7306.25
30.12,7328.50
35.75,1918.25
37.48,1810.00
39.23,1714.00
40.88,1631.00
42.67,1554.25
44.39,1492.25
46.08,1427.75
47.80,1410.75
49.52,1352.75
51.20,1354.00
52.89,1339.75
54.58,1330.25
56.22,1366.25
61.34,1158.75
63.09,1103.50
64.84,1055.25
69.84,1085.00
71.42,1085.00
73.08,1115.25
76.38,1179.50
78.02,1218.25
79.67,1257.75
81.28,1303.25
82.97,1348.50
84.67,1405.25
93.31,0.00
87.70,2288.25
89.30,2370.25
90.95,2432.50
92.58,2549.50
94.28,2685.75
95.89,2835.75
97.94,1741.50
99.70,1626.25
101.41,1605.25
103.03,1630.25
104.73,1627.00
106.44,1618.50
108.06,1625.00
109.75,1611.50
111.41,1646.75
120.16,0.00
114.14,4822.50
119.12,5392.50
120.83,5180.50
130.22,0.00
124.20,4806.25
125.88,4784.75
127.53,4861.25
129.25,4886.25
130.95,4991.25
132.64,5091.25
134.34,4990.00
136.03,4989.75
137.72,4958.50
139.39,4975.75
144.42,5320.75
146.11,0.00
158.00,4206.25
161.47,3174.75
164.88,2954.75
167.16,0.00
168.94,1305.00
170.47,0.00
172.09,0.00
173.34,0.00
175.09,2527.25
176.73,2620.25
178.42,2725.75
180.05,2841.50
196.88,2616.50
198.61,2546.75
200.25,2566.25
201.95,2448.75
203.75,2438.25
205.44,2428.25
207.12,2419.00
208.81,2339.25
210.48,2319.75
212.16,2327.00
213.88,2292.00
215.53,2292.25
217.28,2308.00
218.97,2247.75
220.62,2241.50
222.31,2298.25
223.98,2353.50
227.33,2265.00
231.45,1053.75
238.14,1120.75
242.52,2236.00
244.22,2117.25
245.86,2131.00
247.56,2173.25
249.27,2221.25
250.89,2269.00
252.58,2322.50
254.22,2380.00
255.91,2439.75
257.58,2509.50
259.25,2585.50
260.91,2665.25
262.58,2755.50
269.09,4283.50
270.75,4457.50
272.44,0.00
274.12,4545.00
275.83,4442.00
277.53,4412.00
279.25,0.00
280.92,4305.75
295.31,0.00
289.38,3945.50
292.39,832.50
294.16,833.00
295.95,0.00
297.55,786.50
299.20,786.50
300.81,790.50
310.38,0.00
304.45,3525.50
307.09,0.00
312.33,972.25
313.97,977.75
315.56,988.75
322.17,0.00
325.77,918.25
333.53,1742.50
335.19,1697.00
336.94,0.00
338.66,1560.25
340.39,1479.00
342.05,1508.00
343.75,1493.25
345.39,1513.50
352.17,1430.50
353.86,1382.50
358.81,1450.25
0.50,1495.75
2.22,1505.75
3.86,1493.75
5.52,1470.25
7.27,1448.25
8.92,1433.00
15.83,1360.50
17.48,1348.75
20.06,4621.00
21.73,4574.75
23.44,4549.00
25.09,4527.00
26.80,4500.00
28.34,7329.50
30.03,7307.75
35.66,1929.00
37.38,1814.75
39.09,1722.25
40.78,1636.50
42.52,1558.00
44.25,1500.75
46.00,1430.50
47.69,1409.00
49.41,1352.25
51.08,1353.50
52.78,0.00
54.47,1331.00
59.48,1230.75
62.91,1106.75
64.77,1057.50
69.67,1086.00
71.34,1083.00
72.95,1113.50
74.64,1147.75
76.23,1179.00
77.92,1215.25
79.61,1255.50
81.20,1301.75
82.83,1346.75
84.62,1402.75
93.22,0.00
87.55,2279.25
89.22,2373.00
90.86,2420.00
92.50,2548.50
94.20,2679.50
95.84,2828.50
97.84,0.00
99.64,1627.75
101.27,1604.50
102.95,1628.50
104.67,1629.50
106.36,1618.75
107.95,1623.75
109.67,1613.25
111.25,1646.75
120.06,0.00
114.02,4824.25
115.70,5043.50
119.03,5387.75
120.73,5179.75
122.41,5257.00
124.11,4802.75
125.78,4781.50
127.45,4856.75
129.12,4883.75
130.89,4985.25
132.56,5091.25
134.25,4996.50
135.92,4961.25
137.62,4959.75
139.31,4972.75
144.36,5308.75
146.03,0.00
157.89,4214.50
159.69,3311.50
161.36,3181.00
164.78,2960.50
168.78,1305.25
170.36,0.00
171.97,0.00
173.27,0.00
174.98,2523.75
176.64,2610.50
178.30,2720.00
179.94,2840.75
196.81,2617.75
198.53,2558.50
200.20,2565.25
201.92,2449.25
203.66,2439.00
205.36,2429.00
207.02,2418.50
208.75,2340.00
210.42,2320.75
212.09,2326.25
213.83,2312.50
215.48,2291.50
217.17,2311.00
218.89,2248.75
220.56,2241.25
222.23,2294.00
223.94,2352.25
227.27,2264.50
231.36,1056.75
238.00,1121.00
239.64,1120.25
242.45,2242.75
244.12,2123.75
245.80,2129.25
247.47,2171.25
249.16,2219.00
250.84,2268.50
252.48,2320.25
254.16,2377.50
255.83,2439.50
257.48,2505.25
259.20,2581.00
260.86,2665.00
262.50,2751.50
267.39,4109.50
269.03,4273.75
274.06,4544.50
275.77,4483.25
277.45,4418.25
279.17,0.00
280.86,4309.00
285.25,1010.75
295.22,0.00
289.30,3947.00
292.45,832.00
294.02,832.75
295.81,0.00
297.50,786.75
299.20,786.50
306.95,0.00
310.30,0.00
304.41,3521.25
307.06,0.00
312.19,972.25
313.91,977.50
315.48,988.50
322.08,0.00
333.44,1742.25
335.16,0.00
336.89,0.00
338.56,1566.00
340.36,1478.50
342.02,1507.75
343.69,1492.75
345.33,1512.50
352.12,1433.25
353.81,1385.75
0.42,1495.50
2.16,1507.25
3.81,1496.50
5.48,1470.50
7.23,1449.25
8.89,1433.25
15.75,1363.00
17.44,1349.50
19.98,4619.00
21.67,4578.75
23.38,4549.50
25.05,4530.25
26.73,4505.75
28.28,7337.25
29.97,7320.00
31.59,8536.50
35.53,1930.25
37.28,1821.75
39.00,1722.75
40.77,1640.00
42.47,1562.00
44.16,1501.00
45.88,1433.75
47.62,1407.25
49.34,1351.75
50.98,1353.50
52.69,1343.75
54.42,1330.75
62.86,1107.25
64.69,1060.25
69.59,1086.25
71.33,1081.25
72.91,1113.50
74.56,1145.75
76.19,1177.00
77.83,1215.25
79.47,1253.75
81.11,1299.25
82.77,1346.25
84.52,1402.00
93.16,0.00
87.47,2313.00
89.16,0.00
90.83,2419.75
92.47,2542.25
94.11,2678.00
95.77,2822.50
97.77,0.00
99.53,1635.75
101.23,1602.50
102.92,1625.75
104.56,1629.50
106.31,1618.25
107.89,1623.25
109.58,1616.00
111.23,1647.00
120.00,0.00
113.97,4841.75
115.64,5031.75
118.95,5392.50
120.67,5179.25
122.33,5254.50
124.05,4820.25
125.72,4797.25
127.41,4857.00
129.09,4882.50
130.83,4985.50
132.50,5088.25
134.20,5001.75
135.88,4974.75
137.58,4975.75
139.23,4971.75
144.30,5309.75
146.00,0.00
157.86,4215.75
159.61,3317.00
164.75,2961.25
168.81,1304.25
170.36,0.00
171.91,0.00
173.22,0.00
174.94,2526.00
176.59,2610.00
178.25,2716.00
179.89,2835.25
189.05,0.00
196.75,2617.75
198.48,2555.75
200.14,2566.00
201.84,2449.25
203.61,2439.00
205.27,2429.25
206.98,2418.25
208.67,2339.75
210.36,2322.50
212.03,2323.75
213.78,0.00
215.44,2289.25
217.12,2310.00
218.83,2249.25
220.52,2239.75
222.16,2290.25
223.84,2353.00
227.22,2260.00
229.58,1100.25
231.27,1060.50
237.91,1121.50
239.61,1112.25
242.34,2243.75
244.08,2129.75
245.78,2128.75
247.44,2170.75
249.11,2217.00
250.78,2265.75
252.41,2320.25
254.12,2375.50
255.80,2436.75
257.44,2504.75
259.12,2577.75
260.80,2661.75
262.44,2750.75
267.33,4109.25
272.33,4577.00
274.00,4553.50
275.72,4483.50
277.41,4419.50
279.11,0.00
280.80,4306.00
289.23,3946.25
292.31,832.75
294.02,833.25
295.67,0.00
297.39,786.75
299.09,786.75
300.64,789.50
304.33,3514.25
306.95,0.00
312.16,975.00
313.83,977.00
315.48,988.75
322.02,0.00
333.36,1735.75
335.08,1701.75
336.80,1696.25
338.56,1569.50
340.25,1479.00
341.94,1507.00
343.59,1497.50
345.28,1512.00
352.05,1433.50
353.77,1389.25
0.39,1493.25
2.02,1507.50
3.77,1497.75
5.42,1472.75
7.12,1449.25
8.80,1431.00
15.64,1363.25
17.31,1352.00
19.91,4623.75
21.58,4576.00
23.28,4553.75
24.95,4532.75
26.66,4516.75
28.20,7374.25
29.88,7307.75
31.52,0.00
35.45,1934.25
37.20,1827.75
38.92,1728.00
40.64,1640.50
42.41,1566.00
44.09,1504.25
45.84,1434.25
47.55,1405.75
49.23,1351.75
50.97,1353.25
52.66,1352.00
54.31,1328.75
55.94,1349.50
62.86,1109.50
64.58,1060.50
69.52,1086.75
71.25,1080.25
72.84,1112.50
74.45,1146.75
76.09,1173.75
77.73,1211.00
79.44,1252.00
81.05,1295.50
82.72,1340.75
84.47,1396.50
87.38,2312.75
89.05,2394.25
90.73,2410.75
92.36,2534.75
94.05,2662.25
95.69,2813.75
97.72,0.00
99.45,1637.25
101.14,1608.50
102.84,1626.25
104.45,1629.25
106.19,1618.00
107.80,1620.00
109.45,1624.50
111.12,1645.50
119.88,0.00
113.88,4843.25
115.53,5027.25
118.88,5392.00
120.56,5182.00
123.92,4881.25
125.62,4795.00
127.30,4848.50
128.97,4880.25
130.73,4989.75
132.39,5087.50
134.08,5059.00
135.77,4966.75
137.48,4997.25
139.14,4965.00
148.52,0.00
144.19,0.00
145.88,5289.75
156.12,0.00
